eventid	iyear	imonth	iday	extended	country	country_txt	region	region_txt	provstate	city	latitude	longitude	specificity	vicinity	location	summary	crit1	crit2	crit3	doubtterr	alternative	alternative_txt	multiple	success	suicide	attacktype1	attacktype1_txt	targtype1	targtype1_txt	targsubtype1	targsubtype1_txt	corp1	target1	natlty1	natlty1_txt	gname	motive	guncertain1	individual	nperps	nperpcap	claimed	compclaim	weaptype1	weaptype1_txt	weapsubtype1	weapsubtype1_txt	nkill	nkillter	nwound	nwoundte	property	propextent	propextent_txt	ishostkid	nhostkid	dbsource	id	population
1.98E+11	1982	7	2	0	61	El Salvador	2	Central America & Caribbean		Santa Ana	13.99417	-89.55972	1	0			1	1	1	-9			0	1	0	5	Hostage Taking (Barricade Incident)	10	Journalists & Media	54	Radio Journalist/Staff/Facility		Radio Musical	61	El Salvador	Unknown		0	0					13	Unknown							1	4	Unknown	0		PGIS	SLV	6052064
1.99E+11	1985	9	25	0	362	West Germany (FRG)	8	Western Europe	Hesse	Baunatal	51.251761	9.407764	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	3	Police				letter bomb			Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		2		1			0		PGIS	DEU	82282988
2.01E+11	2013	11	4	0	95	Iraq	10	Middle East & North Africa	Nineveh	Mosul	36.34	43.13	1	0	Incident occurred in the Al-Shurta district of the city.	"11/04/2013: Assailants opened fire on a group of provincial government employees while they waited for a bus in Al-Shurta district, Mosul city, Nineveh governorate, Iraq. Three people were killed and another person was injured in the attack. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	2	Armed Assault	2	Government (General)	18	"Government Personnel (excluding police, military)"	Government of Nineveh	Employees	95	Iraq	Unknown		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	3	0	1	0	0			0		START Primary Collection	IRQ	29671605
2.02E+11	2015	5	8	0	153	Pakistan	6	South Asia	Khyber Pakhtunkhwa	Toru Dhok	33.995984	72.936762	2	1	The incident occurred near Toru Dhok village	"05/08/2015: Assailants opened fire on the vehicle of Javed Khan Jadoon, a Pakistan Tehreek-e-Insaf (PTI) local leader and district council candidate, near Toru Dhok village, Khyber Pakhtunkhwa province, Pakistan. At least six bodyguards and three assailants were killed, and Jadoon and two others were injured in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident."	1	1	1	0			0	0	0	1	Assassination	22	Violent Political Party	109	Party Official/Candidate/Other Personnel	Pakistan Tehreek-e-Insaaf (PTI)	Convoy of District Council Candidate: Javed Khan Jadoon	153	Pakistan	Tehrik-i-Taliban Pakistan (TTP)		0	0	3	0	1		5	Firearms	5	Unknown Gun Type	9	3	3	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	PAK	177276594
2.02E+11	2016	11	13	0	93	Indonesia	5	Southeast Asia	East Kalimantan	Samarinda	-0.494823	117.143615	1	0		"11/13/2016: An assailant threw an incendiary device at the Oikumene church in Samarinda town, East Kalimantan, Indonesia. One child was killed and three children were injured in the attack. No group claimed responsibility for the incident; however, sources identified the assailant as Johanda, a member of Jamaah Ansharut Daulah."	1	1	1	0			0	1	0	2	Armed Assault	15	Religious Figures/Institutions	86	Place of Worship	Oikumene Church	Church	93	Indonesia	Jamaah Ansharut Daulah		0	0	1	1	0		8	Incendiary	19	Molotov Cocktail/Petrol Bomb	1	0	3	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	IDN	242968342
2.01E+11	2014	9	27	0	95	Iraq	10	Middle East & North Africa	Saladin	Yathrib	33.976418	44.336311	1	0		"09/27/2014: An explosive device detonated at the residence of a police officer in Yathrib area, Saladin governorate, Iraq. There were no reported casualties; however, the house was damaged in the blast. This was one of three similar attacks in Yathrib area on this day. No group claimed responsibility; however, sources attributed the incident to the Islamic State of Iraq and the Levant (ISIL)."	1	1	1	0			1	1	0	3	Bombing/Explosion	3	Police	25	Police Security Forces/Officers	Iraqi Police Service (IPS)	House of Officer	95	Iraq	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	IRQ	29671605
2.00E+11	1995	7	26	0	75	Germany	8	Western Europe	North Rhine-Westphalia	Duren	50.799859	6.486992	1	0			1	1	1	0			1	1	0	7	Facility/Infrastructure Attack	14	Private Citizens & Property	82	Labor Union Related		Cultural Society	209	Turkey	Kurdistan Workers' Party (PKK)		0	0					8	Incendiary			0		0		1			0		PGIS	DEU	82282988
2.01E+11	2013	9	28	0	60	Egypt	10	Middle East & North Africa	Suez	Suez	29.966111	32.527968	1	0		"09/28/2013: An explosive device detonated near a church in Suez city, Suez governorate, Egypt. At least three people were wounded in the blast. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	15	Religious Figures/Institutions	85	Religious Figure	Unknown	Latin Church	60	Egypt	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	3	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	EGY	80471869
2.00E+11	2004	12	29	0	95	Iraq	10	Middle East & North Africa	Nineveh	Mosul	36.34	43.13	1	0		"12/30/2004:An unknown perpetrator group attacked a U.S. military base in Mosul, Iraq with RPGs and a car bomb. There was one U.S. military fatality and 15 injured troops. There were also twenty-five perpetrator fatalities."	1	1	1	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	Multi-National Force – Iraq (MNF-I)	"U.S. military base in Mosul, Iraq"	217	United States	Unknown	To attack the U.S. military base.	0	0		0	0		6	Explosives/Bombs/Dynamite	15	Vehicle	26	25	15		1	2	Major (likely > $1 million but < $1 billion)	0		CETIS	IRQ	29671605
1.99E+11	1991	2	6	0	45	Colombia	3	South America	Cauca	Unknown	2.243589	-77.010385	4	0			1	1	1	0			1	1	0	2	Armed Assault	19	Transportation	99	Bus (excluding tourists)		Bus	45	Colombia	Revolutionary Armed Forces of Colombia (FARC)		0	0					8	Incendiary			0		0		1	3	Minor (likely < $1 million)	0		PGIS	COL	44205293
2.01E+11	2009	7	13	0	153	Pakistan	6	South Asia	Balochistan	Dera Bugti	29.033333	69.15	1	0		"07/13/2009: On Monday morning, in Dera Bugti, Balochistan, Pakistan, assailants detonated an improvised explosive device targeting a gas pipeline, damaging the pipeline but causing no injuries. As a result , gas supply was suspended. No group claimed responsibility."	1	1	1	0			0	1	0	3	Bombing/Explosion	21	Utilities	106	Gas		A gas pipeline	153	Pakistan	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	0	0	-9	4	Unknown	0		ISVG	PAK	177276594
1.99E+11	1990	2	7	0	603	United Kingdom	8	Western Europe	Northern Ireland	Belfast	54.597269	-5.930109	1	0			1	1	1	0			0	0	0	3	Bombing/Explosion	14	Private Citizens & Property	74	Marketplace/Plaza/Square	Govt	City Center area	233	Northern Ireland	Irish Republican Army (IRA)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	GBR	61284806
2.01E+11	2010	1	30	0	205	Thailand	5	Southeast Asia	Pattani	Mayo	6.716867	101.416882	3	0	"The attack took place in intra-village road at Namsai village in Pattani’s Mayaw district, Thailand."	"01/30/2010: On Saturday morning, Semaseng Maloh and his wife, Maesoh, were killed in a drive-by shooting on the intra-village road at Namsai village in Pattani’s Mayaw district while they were on their way to work at their rubber plantation. They were shot several times and died at the scene. No group has claimed responsibility for the attack, but police blame separatist militants."	1	1	1	0			0	1	0	2	Armed Assault	14	Private Citizens & Property	77	Laborer (General)/Occupation Identified		Two rubbertapers	205	Thailand	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	2	0	0	0	-9	4	Unknown	0		ISVG	THA	66404688
1.99E+11	1985	12	31	0	160	Philippines	5	Southeast Asia	Unknown	Unknown			5	0			1	1	1	-9			0	1	0	9	Unknown	21	Utilities	107	Electricity		transmission towers	160	Philippines	Unknown		0	0					13	Unknown			0		0		1			0		PGIS	PHL	99900177
1.99E+11	1985	2	11	0	61	El Salvador	2	Central America & Caribbean		Nationwide			5	0			1	1	1	0			1	1	0	3	Bombing/Explosion	21	Utilities	107	Electricity		High tension line post	61	El Salvador	Farabundo Marti National Liberation Front (FMLN)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type					1	3	Minor (likely < $1 million)	0		PGIS	SLV	6052064
2.01E+11	2013	12	24	0	4	Afghanistan	6	South Asia	Ghazni	Giro district	33.142355	68.383972	3	0	Incident occurred in Shilli area	"12/24/2013: Assailants attacked a police checkpoint in the Shilli area of Giro district, Ghazni province, Afghanistan. At least three assailants were killed and three police officers were injured in the attack. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	9	Unknown	3	Police	24	Police Checkpoint	Afghan Police	Checkpoint	4	Afghanistan	Unknown		0	0	-99	0	0		13	Unknown			3	3	3	0	0			0		START Primary Collection	AFG	29121286
2.01E+11	2013	5	1	0	160	Philippines	5	Southeast Asia	Davao del Norte	Kapalong	7.6246	125.620494	1	0		"05/01/2013: An assailant attempted to shoot the mayor during the village's foundation day celebrations in Kapalong village, Davao del Norte province, Philippines. There were no reported injuries resulting from the attack. No group claimed responsibility for the incident, although the perpetrator was identified after he fled."	1	1	1	0			0	0	0	1	Assassination	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	Government of Kapalong	Mayor	160	Philippines	Unknown		0	0	1	0	0		5	Firearms	3	Handgun	0	0	0	0	0			0		START Primary Collection	PHL	99900177
1.97E+11	1970	11	21	0	218	Uruguay	3	South America	Montevideo	Montevideo	-34.891151	-56.187214	1	0			1	1	1	0			0	1	0	2	Armed Assault	1	Business				Residence of Arturo Lerena Acevedo	218	Uruguay	Tupamaros (Uruguay)		0	0	5				5	Firearms	2	Automatic Weapon					1	3	Minor (likely < $1 million)	0		PGIS	URY	3510386
1.98E+11	1984	6	22	0	83	Guatemala	2	Central America & Caribbean		Guatemala City	14.624422	-90.53288	1	0			1	1	1	-9			0	1	0	1	Assassination	3	Police	25	Police Security Forces/Officers	In charge of security at National Electricity *	"Alfredo Rivas Rodas (54), Head of Mobile Military Police (Army captain)**"	83	Guatemala	Unknown		0	0					5	Firearms	2	Automatic Weapon	1		0		0			0		PGIS	GTM	13550440
1.99E+11	1994	1	10	1	182	Somalia	11	Sub-Saharan Africa	Banaadir	Mogadishu	2.03742	45.337971	1	0			1	1	1	-9			0	1	0	6	Hostage Taking (Kidnapping)	7	Government (Diplomatic)	47	"International Organization (peacekeeper, aid agency, compound)"	World Food Program	"Finance Officer Calum Gardner, U.K. national"	422	International	Unknown		0	0					13	Unknown			0		0		0			1	1	PGIS	SOM	10112453
2.02E+11	2016	8	23	0	209	Turkey	10	Middle East & North Africa	Gaziantep	Karkamis	36.834153	37.9974	1	0		"08/23/2016: Assailants fired two mortars that struck Karkamis, Gaziantep, Turkey. No casualties were reported in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	75	Village/City/Town/Suburb	Karkamis Town	Town	209	Turkey	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	-9			0		START Primary Collection	TUR	77804122
1.99E+11	1989	9	27	0	61	El Salvador	2	Central America & Caribbean		San Salvador	13.69288	-89.199161	1	0			1	1	1	0			0	1	0	1	Assassination	3	Police	25	Police Security Forces/Officers	National Police	Policeman	61	El Salvador	Farabundo Marti National Liberation Front (FMLN)		0	0					5	Firearms	3	Handgun	1	0	0	0	0			0		PGIS	SLV	6052064
1.99E+11	1985	4	11	0	43	Chile	3	South America	Santiago Metropolitan	Santiago	-33.469115	-70.641997	1	0			1	1	1	0			1	1	0	3	Bombing/Explosion	21	Utilities	107	Electricity		Electric light post	43	Chile	Manuel Rodriguez Patriotic Front (FPMR)		1	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	CHL	16746491
2.01E+11	2014	4	20	0	95	Iraq	10	Middle East & North Africa	Baghdad	Baghdad	33.412514	44.424174	1	0	"The incident occurred in Hay Ur, in east Baghdad city."	"04/20/2014: A suicide bomber detonated and assailants opened fire on Imam al-Kazim University in Ur neighborhood, Baghdad city, Baghdad governorate, Iraq. In addition to the suicide bomber, at least eight people, including three assailants, were killed, 18 others were wounded, and 20 people were taken hostage in the attack. The outcome of the kidnapping is unknown. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the professors' teachings were counter to Islam and that they were training the students to fight Sunni Muslims."	1	1	1	0			0	1	1	5	Hostage Taking (Barricade Incident)	8	Educational Institution	49	School/University/Educational Building	Imam al-Kazim University	University Campus	95	Iraq	Islamic State of Iraq and the Levant (ISIL)	"The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the professors' teachings were counter to Islam and that they were training the students to fight Sunni Muslims. Additionally, a United Nations (UN) representative stated that the attack on the Shiite college was part of a larger trend of sectarian violence between Iraq's majority Shiite and minority Sunni communities."	0	0	4	1	1		6	Explosives/Bombs/Dynamite	13	Suicide (carried bodily by human being)	9	4	18	0	1	3	Minor (likely < $1 million)	1	20	START Primary Collection	IRQ	29671605
2.02E+11	2016	4	6	0	160	Philippines	5	Southeast Asia	Davao del Sur	Asinan	6.704711	125.212211	1	0	The incident occurred in Sitio Pintuan in Matanao district.	"04/06/2016: Assailants abducted Bernabe Sarona Ambat from his home in Asinan, Davao del Sur, Philippines. Ambat, a soldier, was executed shortly after the abduction. No group claimed responsibility for the incident; however, sources attributed the attack to the New People's Army (NPA)."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	6	Hostage Taking (Kidnapping)	4	Military	39	Paramilitary	Citizens Armed Forces Geographical Unit (CAFGU)	Member: Bernabe Sarona Ambat	160	Philippines	New People's Army (NPA)		0	0	30	0	0		5	Firearms	5	Unknown Gun Type	1	0	0	0	0			1	1	START Primary Collection	PHL	99900177
1.99E+11	1985	5	1	0	159	Peru	3	South America	Lima	Lima	-12.046378	-77.042791	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally		"officer, popular christian party"	159	Peru	Shining Path (SL)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	PER	29907003
2.02E+11	2016	9	1	0	182	Somalia	11	Sub-Saharan Africa	Middle Shebelle	Biyo Cadde	2.935907	45.79211	1	0		"09/01/2016: Assailants attacked the residence of a military commander in Biyo Cadde, Middle Shebelle, Somalia. Three people, including the commander and his son, were killed in the assault. Al-Shabaab claimed responsibility for the incident."	1	1	1	0			0	1	0	1	Assassination	4	Military	34	"Military Personnel (soldiers, troops, officers, forces)"	Somali Armed Forces (SAF)	Residence of Commander	182	Somalia	Al-Shabaab		0	0	-99	0	1		5	Firearms	5	Unknown Gun Type	3	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	SOM	10112453
2.00E+11	2000	12	6	0	153	Pakistan	6	South Asia	Azad Kashmir	Muzaffarabad	34.35946	73.468877	1	0		"12/6/2000: A bomb exploded in a busy marketplace in Muzaffarabad, Kashmir, Pakistan.  At least one person was killed in the explosion and at least 15 were injured.  No group claimed responsibility for the attack, but the Pakistani government claims that it was perpetrated by Indian agents in order to disrupt peace initiatives."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	74	Marketplace/Plaza/Square	Civilians	Civilians in a busy marketplace in Muzaffarabad	153	Pakistan	Unknown	"Specific motive is unknown; however, Pakistani authorities believe that Indian agents perpetrated the event in order to disrupt peace initiatives"	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	1	0	15	0	1	4	Unknown	0		UMD Schmid 2012	PAK	177276594
2.01E+11	2008	1	1	0	4	Afghanistan	6	South Asia	Paktia	Unknown	33.545773	69.550887	4	0	Event occurred somewhere along the Gardiz-Khost highway.	01/01/2008:  Taliban insurgents claim torching five vehicles supposedly carrying logistic supplies to the foreign forces stationed in the southeastern Paktia province.	1	1	1	0			0	1	0	7	Facility/Infrastructure Attack	4	Military	37	NATO	North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF)	Supply vehicles	422	International	Taliban	Unknown	0	0		0	1	-9	8	Incendiary	18	Arson/Fire	0	0	0	0	1	3	Minor (likely < $1 million)	0		CETIS	AFG	29121286
1.99E+11	1988	3	2	0	186	Sri Lanka	6	South Asia	Northern	Mannar District	8.980118	79.912462	3	0			1	1	1	0			0	1	0	1	Assassination	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	Plote Member	Chandrasekeram	186	Sri Lanka	Liberation Tigers of Tamil Eelam (LTTE)		0	0					13	Unknown			1		0		0			0		PGIS	LKA	21513990
1.99E+11	1987	8	28	0	158	Paraguay	3	South America	Asuncion	Asuncion	-25.282773	-57.63561	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	Military	National Military Supply Depot	158	Paraguay	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	PRY	6375830
2.02E+11	2015	11	8	0	4	Afghanistan	6	South Asia	Kabul	Arghandi	34.591038	68.957371	2	0	The incident occurred in Paghman district.	"11/08/2015: Assailants opened fire on Atiqullah in Arghandi village, Paghman district, Kabul province, Afghanistan. Atiqullah, a former militant commander, was killed in the attack. The Taliban claimed responsibility for the incident and stated that Atiqullah was targeted because the group believed he was a government commander."	1	1	1	0			0	1	0	2	Armed Assault	14	Private Citizens & Property	77	Laborer (General)/Occupation Identified	Not Applicable	Former Jihadi Commander: Atiqullah	4	Afghanistan	Taliban	The Taliban claimed responsibility for the incident and stated that Atiqullah was targeted because the group believed he was a government commander.	0	0	-99	0	1		5	Firearms	5	Unknown Gun Type	1	0	0	0	0			0		START Primary Collection	AFG	29121286
2.01E+11	2014	4	1	0	95	Iraq	10	Middle East & North Africa	Nineveh	Mosul	36.421311	43.091327	1	1	"The incident occurred in Askar, north of Mosul."	"04/01/2014: A sniper shot and killed a soldier in Hay al-Askar area, north Mosul city, Nineveh governorate, Iraq. No group claimed responsibility for the incident."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	34	"Military Personnel (soldiers, troops, officers, forces)"	Iraqi Army	Soldier	95	Iraq	Unknown		0	0	1	0	0		5	Firearms	4	Rifle/Shotgun (non-automatic)	1	0	0	0	0			0		START Primary Collection	IRQ	29671605
1.99E+11	1985	7	20	0	83	Guatemala	2	Central America & Caribbean		Sayaxché	16.33408227	-90.16836095	3	0			1	1	1	0			0	1	0	5	Hostage Taking (Barricade Incident)	1	Business	1	Gas/Oil		Oil Company (foreign)			Rebel Armed Forces of Guatemala (FAR)		0	0					13	Unknown			0		0		1			0		PGIS	GTM	13550440
2.01E+11	2008	9	28	1	153	Pakistan	6	South Asia	Punjab	Attock	33.766336	72.357344	1	0		"09/28/2008: On Sunday, Taliban fighters ambushed the vehicle of Peter Stanczak and killed his driver and two guards before kidnapping the man in Attock, Punjab, Pakistan. The kidnapping of the Polish man was an attempt to get the Polish government to release 61 of their comrades. Stanczak was beheaded by the militants on 02/06/2009."	1	1	1	0			0	1	0	2	Armed Assault	14	Private Citizens & Property	77	Laborer (General)/Occupation Identified		A Polish oil worker	161	Poland	Tehrik-i-Taliban Pakistan (TTP)	The kidnapping of the Polish man was an attempt to get the Polish government to release 61 of their comrades.	0	0	-99	0	1	0	5	Firearms	5	Unknown Gun Type	4	0	0	0	0			1	1	ISVG	PAK	177276594
2.02E+11	2016	6	23	0	142	Netherlands	8	Western Europe	South Holland	Dodrecht	51.813298	4.690093	1	0		"06/23/2016: Assailants opened fire on a Grey Wolves office in Dodrecht, Netherlands. At least one person was killed and another was injured in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers' Party (PKK)."	1	1	1	0			0	1	0	2	Armed Assault	14	Private Citizens & Property	82	Labor Union Related	Grey Wolves	Central Office	142	Netherlands	Kurdistan Workers' Party (PKK)		0	0	30	0	0		5	Firearms	5	Unknown Gun Type	1	0	1	0	0			0		START Primary Collection	NLD	16783092
1.98E+11	1981	3	27	1	88	Honduras	2	Central America & Caribbean		Tegucigalpa	14.0833	-87.2167	1	0			1	1	1	0			0	1	0	4	Hijacking	6	Airports & Aircraft	42	Aircraft (not at an airport)	Honduras airlines Boeing 737 (SAHSA)		88	Honduras	Cinchoneros Popular Liberation Movement		0	0	4				5	Firearms	3	Handgun	0		0		0			0		PGIS	HND	7989415
1.98E+11	1984	2	9	0	78	Greece	8	Western Europe	Attica	Athens	37.97918	23.716647	1	0			1	1	1	-9			0	1	0	5	Hostage Taking (Barricade Incident)	6	Airports & Aircraft	43	Airline Officer/Personnel		"Turkish Airlines office, Sintagma Square"	209	Turkey	Turks		0	0	10				13	Unknown			0		0		1	4	Unknown	1	1	PGIS	GRC	10749943
2.00E+11	1996	9	22	0	45	Colombia	3	South America	Norte de Santander	Unknown	7.946283	-72.898807	4	0			1	1	1	0			0	1	0	3	Bombing/Explosion	21	Utilities	108	Oil	Ecopetrol	Cano Limon-Covenas Oil Pipeline	45	Colombia	National Liberation Army of Colombia (ELN)		0	0					6	Explosives/Bombs/Dynamite	28	Dynamite/TNT	0		0		1			0		PGIS	COL	44205293
1.98E+11	1982	5	0	0	61	El Salvador	2	Central America & Caribbean		Puerto el Triunfo	13.27474	-88.549042	1	0			1	1	1	0			0	1	0	9	Unknown	1	Business	9	Farm/Ranch		La Esperanza Ranch	61	El Salvador	Farabundo Marti National Liberation Front (FMLN)		0	0					13	Unknown							1			0		PGIS	SLV	6052064
2.00E+11	1997	12	31	0	205	Thailand	5	Southeast Asia		Than To D.	6.166837	101.190053	3	0			1	1	1	0			0	0	0	3	Bombing/Explosion	19	Transportation	103	Bridge/Car Tunnel	Govt	Bridge	205	Thailand	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	THA	66404688
2.01E+11	2013	2	24	0	92	India	6	South Asia	Jammu and Kashmir	Baramulla district	34.19905	74.34995	3	0	In Baramulla district	"02/24/2013: Assailants shot and killed sarpanch Javid Amed Khan, a local elected official, in an unknown location in Jammu and Kashmir state, India. This is one of two attacks on sarpanches in this district on this day, neither of which was claimed by any group."	1	1	1	0			1	1	0	2	Armed Assault	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	Government of Baramulla	Sarpanch: Javid Ahmad Khan	92	India	Unknown	"The specific motive is unknown; however, sources speculate that this attack may be part of a larger pattern of attacks targeting sarpanches, noting that this is the fifth sarpanch to have been killed in six months."	0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	1	0	0	0	0			0		START Primary Collection	IND	1173108018
1.98E+11	1977	5	19	0	98	Italy	8	Western Europe	Lombardy	Seveso	45.643596	9.137625	1	0			1	1	1	0			0	1	0	2	Armed Assault	2	Government (General)	18	"Government Personnel (excluding police, military)"		Giuseppe Ghezzi/Health official	98	Italy	Fighters for Communism		0	0					5	Firearms	3	Handgun	0		1		0			0		PGIS	ITA	58090681
2.00E+11	2000	6	16	0	217	United States	1	North America	Oregon	Eugene	44.04992	-123.088544	1	0	On Franklin Boulevard	"06/16/2000: Two environmental activists and anarchists, Jeffrey Luers and Craig Marshall, were responsible for setting arson, suspectedly via the use of bombs, at the Joe Romania Chevrolet dealership in Eugene, Oregon in the United States.  The arson destroyed three pick up trucks including a 2000 Silverado, causing about $40,000 in damages. There were no casualties in the incident. The two men were indicted for this and an attempted arson the previous month.  Leurs was found guilty and initially sentenced to 22 years in prison for the two incidents, but the sentence was later reduced to 10 years. Marshall plea bargained, and was sentenced to 5.5 years in prison."	1	1	1	0			0	1	0	3	Bombing/Explosion	1	Business	7	Retail/Grocery/Bakery	Joe Romania Chevrolet	"trucks at Chevrolet dealership in Eugene, OR"	217	United States	Environmentalists	"The specific motive is unknown; however the incident occurred during a series of events which became known as the \Seven Weeks Revolt,\"" held by local activists."""	0	1	2	2	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	0	0	1	3	Minor (likely < $1 million)	0		Eco Project 2010	USA	310232863
2.01E+11	2010	9	18	0	4	Afghanistan	6	South Asia	Faryab	Pashtun Kot	35.905116	64.818013	1	0	"The armed assault occurred at a polling center in Pashtun Kot, Faryab, Afghanistan."	"09/18/2010: On Saturday, in Pashtun Kot, Faryab, Afghanistan, unidentified assailants fired rockets and/or artillery at a polling center but caused no reported casualties or damage. No group claimed responsibility, although it was widely believed the Taliban was responsible."	1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	19	Election-related		A polling center was targeted in the armed assault.	4	Afghanistan	Taliban	The specific motive for the attack is unknown.	1	0	-99	0	0		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	0			0		ISVG	AFG	29121286
2.00E+11	1997	5	19	0	45	Colombia	3	South America	Cesar	San Diego district	10.333818	-73.181276	3	0			1	1	1	-9			0	1	0	9	Unknown	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified		peasants	45	Colombia	Unknown		0	0					13	Unknown			8		0		1			0		PGIS	COL	44205293
1.99E+11	1990	4	12	0	153	Pakistan	6	South Asia	Punjab	Lahore	31.554606	74.357158	1	0			1	1	1	0			0	0	0	1	Assassination	8	Educational Institution	48	Teacher/Professor/Instructor		2 American school teachers	217	United States	Unknown		0	0					5	Firearms	2	Automatic Weapon	0		0		0			0		PGIS	PAK	177276594
2.00E+11	2000	3	4	0	92	India	6	South Asia	Bihar	Kachnar	25.96977	84.359717	1	0		"03/04/2000: Eleven extremists and two policemen died in an encounter the People's War Group and Indian paramilitary forces in Kachnara, India Twelve extremists and two policemen were injured in the incident."	1	1	1	1	1	Insurgency/Guerilla Action	0	1	0	1	Assassination	4	Military	39	Paramilitary	Indian Paramilitary Forces	"Central paramilitary forces soldiers in Kachnara, India"	92	India	People's War Group (PWG)	Unknown	1	0			0		5	Firearms	2	Automatic Weapon	13	0	14		-9			0		CETIS	IND	1173108018
2.01E+11	2013	3	31	0	4	Afghanistan	6	South Asia	Faryab	Khawaja Kainti	35.684521	64.292107	2	0	City is located in Qaisar district	"03/31/2013: Four police officers shot and killed their commander in Khwaja Kainti, Faryab province, Afghanistan. The attack took place at a police checkpost in Qaisar district. The Taliban claimed responsibility for the incident."	1	1	1	0			0	1	0	2	Armed Assault	3	Police	25	Police Security Forces/Officers	Afghan Local Police (ALP)	Commander: Haider	4	Afghanistan	Taliban		0	0	3	0	1		5	Firearms	5	Unknown Gun Type	1	0	0	0	0			0		START Primary Collection	AFG	29121286
1.98E+11	1981	6	4	0	160	Philippines	5	Southeast Asia	Davao del Sur	Davao City	7.074044	125.616549	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	6	Hostage Taking (Kidnapping)	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	National Guard's Civil Relations office	"Manuel Mabutary, Colonel Regional Chief"	160	Philippines	Unknown		0	0					13	Unknown							0			1	1	PGIS	PHL	99900177
1.98E+11	1984	11	3	0	83	Guatemala	2	Central America & Caribbean		Nebaj	15.408333	-91.147222	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	29	Military Unit/Patrol/Convoy		Military Unit	83	Guatemala	Unknown		0	0					5	Firearms	2	Automatic Weapon					1	4	Unknown	0		PGIS	GTM	13550440
